id,correct,b_correct,flip_type,n_tool_calls
intensive_emergency_care_001,False,False,no_change,0
intensive_emergency_care_002,True,True,no_change,0
intensive_emergency_care_003,False,False,no_change,0
intensive_emergency_care_004,True,True,no_change,0
intensive_emergency_care_005,True,True,no_change,0
intensive_emergency_care_006,False,False,no_change,0
intensive_emergency_care_007,False,False,no_change,0
intensive_emergency_care_008,False,False,no_change,0
metabolic_disorders_001,True,True,no_change,0
metabolic_disorders_002,True,True,no_change,0
metabolic_disorders_003,True,True,no_change,0
metabolic_disorders_004,True,True,no_change,4
metabolic_disorders_005,True,True,no_change,0
other_001,True,True,no_change,0
other_002,False,False,no_change,3
other_003,True,False,wrong_to_right,0
other_004,True,True,no_change,0
other_005,False,False,no_change,0
other_006,False,False,no_change,0
other_007,False,False,no_change,0
other_008,False,False,no_change,0
other_009,True,True,no_change,0
pediatric_001,False,False,no_change,0
pediatric_002,True,True,no_change,0
pediatric_003,True,True,no_change,0
pediatric_004,False,False,no_change,0
pediatric_005,False,False,no_change,0
pediatric_006,False,False,no_change,0
pediatric_007,False,False,no_change,4
pediatric_008,True,True,no_change,0
pediatric_dosage_001,True,False,wrong_to_right,4
pediatric_dosage_002,True,True,no_change,0
pediatric_dosage_003,False,False,no_change,2
pediatric_dosage_004,False,False,no_change,1
pediatric_dosage_005,True,True,no_change,0
pediatric_dosage_006,True,True,no_change,0
percentile_001,True,False,wrong_to_right,4
percentile_002,True,True,no_change,4
percentile_003,True,True,no_change,4
percentile_005,True,True,no_change,5
psychiatry_psychology_001,False,False,no_change,0
psychiatry_psychology_002,False,False,no_change,0
psychiatry_psychology_003,True,True,no_change,0
psychiatry_psychology_004,False,False,no_change,0
psychiatry_psychology_005,True,True,no_change,0
pulmonary_001,True,True,no_change,0
pulmonary_002,True,True,no_change,0
pulmonary_003,True,True,no_change,0
pulmonary_004,False,False,no_change,0
pulmonary_005,True,True,no_change,0
pulmonary_006,True,True,no_change,0
pulmonary_007,True,True,no_change,0
pulmonary_008,False,False,no_change,0
pulmonary_009,True,True,no_change,0
pulmonary_010,True,True,no_change,0
radiology_001,False,False,no_change,0
radiology_002,False,False,no_change,0
radiology_003,False,False,no_change,0
radiology_004,False,False,no_change,0
sleep_001,True,True,no_change,0
sleep_002,False,False,no_change,0
sleep_003,True,True,no_change,0
sleep_004,False,False,no_change,0
sleep_005,False,False,no_change,0
urology_nephrology_001,True,True,no_change,4
urology_nephrology_002,False,False,no_change,0
urology_nephrology_003,True,True,no_change,0
urology_nephrology_004,True,True,no_change,0
urology_nephrology_005,True,True,no_change,0
urology_nephrology_006,True,True,no_change,0
urology_nephrology_007,True,True,no_change,4
urology_nephrology_008,False,False,no_change,0
urology_nephrology_009,True,False,wrong_to_right,4
addiction_medicine_008,True,True,no_change,4
addiction_medicine_009,True,True,no_change,0
addiction_medicine_010,False,False,no_change,0
addiction_medicine_011,True,True,no_change,0
addiction_medicine_012,False,False,no_change,0
addiction_medicine_013,False,False,no_change,0
addiction_medicine_014,False,False,no_change,0
bmi_007,True,True,no_change,0
bmi_008,False,False,no_change,5
bmi_009,True,True,no_change,0
bmi_010,False,False,no_change,0
bmi_011,True,True,no_change,0
bmi_012,True,True,no_change,0
body_measurements_009,True,True,no_change,4
body_measurements_010,True,True,no_change,4
body_measurements_011,True,True,no_change,4
body_measurements_012,True,True,no_change,0
body_measurements_013,False,False,no_change,0
body_measurements_014,True,True,no_change,4
body_measurements_015,True,True,no_change,0
body_measurements_016,False,False,no_change,0
cardiovascular_system_012,True,True,no_change,0
cardiovascular_system_013,True,True,no_change,0
cardiovascular_system_014,False,False,no_change,0
cardiovascular_system_015,True,True,no_change,4
cardiovascular_system_016,True,True,no_change,0
cardiovascular_system_017,True,True,no_change,0
cardiovascular_system_018,True,True,no_change,0
cardiovascular_system_019,False,False,no_change,0
cardiovascular_system_020,True,True,no_change,0
cardiovascular_system_021,False,False,no_change,0
cardiovascular_system_022,False,False,no_change,0
diabetes_008,True,True,no_change,0
diabetes_009,False,False,no_change,0
diabetes_010,True,True,no_change,0
diabetes_011,True,True,no_change,0
diabetes_012,True,True,no_change,0
diabetes_013,True,True,no_change,0
diabetes_014,True,True,no_change,0
dietary_008,False,False,no_change,0
dietary_009,False,False,no_change,4
dietary_010,False,False,no_change,0
dietary_011,False,True,right_to_wrong,0
dietary_012,False,False,no_change,4
dietary_013,True,True,no_change,0
dietary_014,True,True,no_change,0
digestive_system_008,False,False,no_change,0
digestive_system_009,True,True,no_change,0
digestive_system_010,False,False,no_change,0
digestive_system_011,False,False,no_change,0
digestive_system_012,True,True,no_change,0
digestive_system_013,False,False,no_change,0
digestive_system_014,True,True,no_change,0
dosage_012,False,False,no_change,0
dosage_013,True,True,no_change,0
dosage_014,True,True,no_change,0
dosage_015,False,False,no_change,0
dosage_017,False,False,no_change,0
dosage_018,False,False,no_change,0
dosage_019,True,True,no_change,0
dosage_020,False,False,no_change,0
dosage_021,False,False,no_change,0
dosage_022,False,False,no_change,0
electrolytes_fluids_009,True,True,no_change,4
electrolytes_fluids_010,True,True,no_change,0
electrolytes_fluids_011,True,True,no_change,0
electrolytes_fluids_012,False,False,no_change,0
electrolytes_fluids_013,True,True,no_change,0
electrolytes_fluids_014,True,True,no_change,0
electrolytes_fluids_015,True,True,no_change,4
electrolytes_fluids_016,True,True,no_change,0
epidemiology_008,True,True,no_change,4
epidemiology_009,True,True,no_change,0
epidemiology_010,True,True,no_change,0
epidemiology_011,False,False,no_change,0
epidemiology_012,False,False,no_change,0
epidemiology_013,True,True,no_change,4
epidemiology_014,False,False,no_change,0
geriatric_medicine_008,True,True,no_change,0
geriatric_medicine_009,False,False,no_change,0
geriatric_medicine_010,False,False,no_change,0
geriatric_medicine_011,False,False,no_change,0
geriatric_medicine_012,False,False,no_change,0
geriatric_medicine_013,False,False,no_change,4
geriatric_medicine_014,False,False,no_change,0
gynecology_pregnancy_011,False,False,no_change,0
gynecology_pregnancy_012,False,False,no_change,0
gynecology_pregnancy_013,False,False,no_change,0
gynecology_pregnancy_014,True,True,no_change,0
gynecology_pregnancy_015,False,False,no_change,2
gynecology_pregnancy_016,True,True,no_change,4
gynecology_pregnancy_017,True,True,no_change,0
gynecology_pregnancy_018,False,False,no_change,0
gynecology_pregnancy_019,True,True,no_change,4
gynecology_pregnancy_020,False,False,no_change,2
hematology_013,True,True,no_change,0
hematology_014,True,True,no_change,0
hematology_015,True,True,no_change,0
hematology_016,True,True,no_change,0
hematology_017,False,False,no_change,0
hematology_018,True,True,no_change,0
hematology_019,False,False,no_change,0
hematology_020,False,False,no_change,0
hematology_021,True,False,wrong_to_right,4
hematology_022,True,True,no_change,0
hematology_023,True,True,no_change,0
hematology_024,True,True,no_change,0
intensive_emergency_care_009,False,False,no_change,0
intensive_emergency_care_010,True,True,no_change,0
intensive_emergency_care_011,True,True,no_change,0
intensive_emergency_care_012,True,False,wrong_to_right,0
intensive_emergency_care_013,True,True,no_change,0
intensive_emergency_care_014,False,False,no_change,0
intensive_emergency_care_015,False,False,no_change,0
intensive_emergency_care_016,False,False,no_change,0
metabolic_disorders_006,True,True,no_change,0
metabolic_disorders_007,True,True,no_change,0
metabolic_disorders_008,True,True,no_change,0
metabolic_disorders_009,False,False,no_change,0
metabolic_disorders_010,True,True,no_change,0
other_010,True,True,no_change,0
other_011,True,True,no_change,1
other_012,True,True,no_change,0
other_013,True,True,no_change,0
other_014,False,False,no_change,0
other_015,False,False,no_change,0
other_016,False,False,no_change,0
other_017,False,False,no_change,0
other_018,True,True,no_change,0
pediatric_009,False,False,no_change,0
pediatric_010,True,True,no_change,0
pediatric_011,True,True,no_change,0
pediatric_012,False,False,no_change,0
pediatric_013,False,False,no_change,0
pediatric_014,False,False,no_change,0
pediatric_015,False,True,right_to_wrong,4
pediatric_016,False,True,right_to_wrong,0
pediatric_dosage_007,False,False,no_change,0
pediatric_dosage_008,True,True,no_change,0
pediatric_dosage_009,False,False,no_change,2
pediatric_dosage_010,True,True,no_change,4
pediatric_dosage_011,True,True,no_change,0
pediatric_dosage_012,True,True,no_change,0
percentile_006,False,False,no_change,0
percentile_007,False,False,no_change,0
percentile_008,True,True,no_change,4
percentile_010,True,True,no_change,4
psychiatry_psychology_006,True,True,no_change,0
psychiatry_psychology_007,False,False,no_change,0
psychiatry_psychology_008,True,True,no_change,0
psychiatry_psychology_009,False,False,no_change,0
psychiatry_psychology_010,True,True,no_change,0
pulmonary_011,True,True,no_change,0
pulmonary_012,True,True,no_change,0
pulmonary_013,True,True,no_change,0
pulmonary_014,False,False,no_change,0
pulmonary_015,True,True,no_change,0
pulmonary_016,False,False,no_change,0
pulmonary_017,True,True,no_change,0
pulmonary_018,False,False,no_change,0
pulmonary_019,True,True,no_change,0
pulmonary_020,False,False,no_change,4
radiology_005,False,False,no_change,0
radiology_006,False,False,no_change,0
radiology_007,False,False,no_change,0
radiology_008,False,False,no_change,0
sleep_006,True,True,no_change,0
sleep_007,True,True,no_change,0
sleep_008,True,True,no_change,0
sleep_009,False,False,no_change,0
sleep_010,False,False,no_change,0
urology_nephrology_010,True,True,no_change,5
urology_nephrology_011,False,False,no_change,0
urology_nephrology_012,True,True,no_change,0
urology_nephrology_013,True,True,no_change,0
urology_nephrology_014,True,True,no_change,0
urology_nephrology_015,True,True,no_change,0
urology_nephrology_016,True,True,no_change,4
urology_nephrology_017,True,False,wrong_to_right,4
urology_nephrology_018,False,False,no_change,0
addiction_medicine_015,False,False,no_change,0
addiction_medicine_016,True,True,no_change,4
addiction_medicine_017,False,False,no_change,0
addiction_medicine_018,True,True,no_change,0
addiction_medicine_019,False,False,no_change,0
addiction_medicine_020,True,True,no_change,0
addiction_medicine_021,False,False,no_change,0
bmi_013,True,True,no_change,0
bmi_014,False,False,no_change,0
bmi_015,True,True,no_change,0
bmi_016,False,False,no_change,0
bmi_017,True,True,no_change,0
bmi_018,True,True,no_change,0
body_measurements_017,False,False,no_change,0
body_measurements_018,False,False,no_change,0
body_measurements_019,True,True,no_change,0
body_measurements_020,True,True,no_change,0
body_measurements_021,False,False,no_change,4
body_measurements_022,False,False,no_change,0
body_measurements_023,True,True,no_change,0
body_measurements_024,False,False,no_change,0
cardiovascular_system_023,True,True,no_change,0
cardiovascular_system_024,False,False,no_change,0
cardiovascular_system_025,True,False,wrong_to_right,5
cardiovascular_system_026,True,True,no_change,4
cardiovascular_system_027,True,True,no_change,0
cardiovascular_system_028,True,True,no_change,0
cardiovascular_system_029,True,True,no_change,0
cardiovascular_system_030,False,False,no_change,0
cardiovascular_system_031,True,True,no_change,0
cardiovascular_system_032,True,True,no_change,0
cardiovascular_system_033,False,False,no_change,0
diabetes_015,True,True,no_change,0
diabetes_016,False,True,right_to_wrong,5
diabetes_017,True,True,no_change,0
diabetes_018,True,True,no_change,0
diabetes_019,True,True,no_change,0
diabetes_020,False,False,no_change,0
diabetes_021,True,True,no_change,0
dietary_015,True,True,no_change,0
dietary_016,False,False,no_change,0
dietary_017,False,False,no_change,0
dietary_018,False,False,no_change,0
dietary_019,False,False,no_change,4
dietary_020,False,False,no_change,0
dietary_021,True,True,no_change,0
digestive_system_015,True,True,no_change,0
digestive_system_016,True,True,no_change,0
digestive_system_017,False,False,no_change,0
digestive_system_018,False,False,no_change,0
digestive_system_019,True,True,no_change,0
digestive_system_020,True,True,no_change,4
digestive_system_021,True,True,no_change,4
dosage_023,False,False,no_change,0
dosage_024,True,True,no_change,0
dosage_025,True,True,no_change,0
dosage_026,False,False,no_change,4
dosage_027,True,False,wrong_to_right,0
dosage_028,False,False,no_change,0
dosage_029,False,False,no_change,0
dosage_030,True,True,no_change,0
dosage_031,True,False,wrong_to_right,0
dosage_032,False,True,right_to_wrong,4
dosage_033,True,True,no_change,0
electrolytes_fluids_017,False,False,no_change,0
electrolytes_fluids_018,True,True,no_change,0
electrolytes_fluids_019,True,True,no_change,0
electrolytes_fluids_020,True,True,no_change,0
electrolytes_fluids_021,True,True,no_change,0
electrolytes_fluids_022,False,False,no_change,0
electrolytes_fluids_023,False,False,no_change,0
electrolytes_fluids_024,True,True,no_change,0
epidemiology_015,False,False,no_change,1
epidemiology_016,True,True,no_change,0
epidemiology_017,True,True,no_change,0
epidemiology_018,False,False,no_change,0
epidemiology_019,False,False,no_change,0
epidemiology_020,True,True,no_change,4
epidemiology_021,False,False,no_change,0
geriatric_medicine_015,False,False,no_change,0
geriatric_medicine_016,False,False,no_change,0
geriatric_medicine_017,False,False,no_change,0
geriatric_medicine_018,False,False,no_change,0
geriatric_medicine_019,False,False,no_change,0
geriatric_medicine_020,True,True,no_change,4
geriatric_medicine_021,False,False,no_change,0
gynecology_pregnancy_021,False,False,no_change,0
gynecology_pregnancy_022,True,True,no_change,4
gynecology_pregnancy_023,False,True,right_to_wrong,0
gynecology_pregnancy_024,True,True,no_change,0
gynecology_pregnancy_025,True,True,no_change,4
gynecology_pregnancy_026,True,True,no_change,4
gynecology_pregnancy_027,True,True,no_change,0
gynecology_pregnancy_028,False,False,no_change,0
gynecology_pregnancy_029,False,False,no_change,4
gynecology_pregnancy_030,False,False,no_change,4
hematology_025,True,True,no_change,0
hematology_026,True,True,no_change,0
hematology_027,True,True,no_change,0
hematology_028,False,False,no_change,0
hematology_029,True,True,no_change,4
hematology_030,True,True,no_change,0
hematology_031,False,False,no_change,0
hematology_032,True,True,no_change,0
hematology_033,False,False,no_change,0
hematology_034,False,False,no_change,0
hematology_035,True,True,no_change,0
hematology_036,True,True,no_change,0
intensive_emergency_care_017,False,False,no_change,0
intensive_emergency_care_018,True,True,no_change,0
intensive_emergency_care_019,False,False,no_change,0
intensive_emergency_care_020,False,True,right_to_wrong,0
intensive_emergency_care_021,True,True,no_change,0
intensive_emergency_care_022,False,False,no_change,0
intensive_emergency_care_023,False,False,no_change,0
intensive_emergency_care_024,False,False,no_change,0
metabolic_disorders_011,True,True,no_change,0
metabolic_disorders_012,True,True,no_change,0
metabolic_disorders_013,True,True,no_change,0
metabolic_disorders_014,False,False,no_change,0
metabolic_disorders_015,False,True,right_to_wrong,0
other_019,True,True,no_change,0
other_020,True,True,no_change,0
other_021,False,False,no_change,0
other_022,True,True,no_change,0
other_023,False,False,no_change,0
other_024,False,False,no_change,0
other_025,False,False,no_change,3
other_026,False,False,no_change,0
other_027,False,False,no_change,0
pediatric_017,False,False,no_change,0
pediatric_018,True,True,no_change,0
pediatric_019,False,False,no_change,0
pediatric_020,False,False,no_change,0
pediatric_021,False,False,no_change,0
pediatric_022,False,False,no_change,0
pediatric_023,False,False,no_change,0
pediatric_024,False,False,no_change,0
pediatric_dosage_013,False,False,no_change,0
pediatric_dosage_014,True,True,no_change,0
pediatric_dosage_015,False,False,no_change,1
pediatric_dosage_016,True,True,no_change,1
pediatric_dosage_018,True,True,no_change,0
percentile_011,False,False,no_change,4
percentile_012,True,True,no_change,4
percentile_013,True,True,no_change,7
percentile_014,False,False,no_change,2
percentile_015,True,True,no_change,4
psychiatry_psychology_011,True,True,no_change,0
psychiatry_psychology_012,False,False,no_change,0
psychiatry_psychology_013,False,False,no_change,0
psychiatry_psychology_014,False,False,no_change,0
psychiatry_psychology_015,True,True,no_change,0
pulmonary_021,True,True,no_change,0
pulmonary_022,True,True,no_change,0
pulmonary_023,True,True,no_change,0
pulmonary_024,False,False,no_change,0
pulmonary_025,True,True,no_change,0
pulmonary_026,False,False,no_change,0
pulmonary_027,True,True,no_change,0
pulmonary_028,False,False,no_change,0
pulmonary_029,True,True,no_change,0
pulmonary_030,False,False,no_change,3
radiology_009,False,False,no_change,0
radiology_010,False,False,no_change,0
radiology_011,False,False,no_change,0
radiology_012,False,False,no_change,0
sleep_011,False,False,no_change,0
sleep_012,True,True,no_change,0
sleep_013,True,True,no_change,0
sleep_014,False,False,no_change,0
sleep_015,False,False,no_change,0
urology_nephrology_019,False,False,no_change,0
urology_nephrology_020,False,False,no_change,0
urology_nephrology_021,True,True,no_change,0
urology_nephrology_022,True,True,no_change,0
urology_nephrology_023,True,True,no_change,0
urology_nephrology_024,True,True,no_change,0
urology_nephrology_025,True,True,no_change,4
urology_nephrology_026,True,True,no_change,4
urology_nephrology_027,False,False,no_change,0
hematology_037,True,True,no_change,0
hematology_038,True,True,no_change,0
hematology_039,True,True,no_change,0
electrolytes_fluids_025,True,True,no_change,0
dosage_034,False,False,no_change,0
addiction_medicine_022,False,False,no_change,0
urology_nephrology_028,True,True,no_change,0
urology_nephrology_029,True,True,no_change,0
hematology_040,True,True,no_change,0
dosage_035,False,False,no_change,0
intensive_emergency_care_025,False,False,no_change,0
hematology_041,False,False,no_change,0
electrolytes_fluids_026,False,False,no_change,0
cardiovascular_system_034,False,False,no_change,0
electrolytes_fluids_027,True,True,no_change,0
digestive_system_022,True,True,no_change,0
addiction_medicine_023,False,False,no_change,0
pediatric_025,False,False,no_change,0
pediatric_026,True,True,no_change,0
body_measurements_025,True,True,no_change,0
gynecology_pregnancy_031,True,True,no_change,0
body_measurements_026,False,False,no_change,4
dietary_022,False,False,no_change,0
dosage_036,False,False,no_change,0
geriatric_medicine_022,False,False,no_change,0
urology_nephrology_030,True,True,no_change,0
hematology_042,True,True,no_change,0
cardiovascular_system_035,False,False,no_change,0
bmi_019,True,True,no_change,0
dietary_023,False,False,no_change,0
pulmonary_031,False,False,no_change,0
body_measurements_027,False,False,no_change,4
body_measurements_028,False,False,no_change,0
gynecology_pregnancy_032,False,False,no_change,4
body_measurements_029,False,True,right_to_wrong,0
addiction_medicine_024,False,False,no_change,0
addiction_medicine_025,True,True,no_change,0
dietary_024,False,False,no_change,0
dietary_025,False,False,no_change,0
dietary_026,True,True,no_change,4
cardiovascular_system_036,True,True,no_change,0
cardiovascular_system_037,True,True,no_change,0
dosage_037,False,False,no_change,0
cardiovascular_system_038,True,True,no_change,0
gynecology_pregnancy_033,False,False,no_change,0
metabolic_disorders_016,False,False,no_change,0
metabolic_disorders_017,False,False,no_change,0
addiction_medicine_026,False,False,no_change,0
gynecology_pregnancy_034,True,True,no_change,0
electrolytes_fluids_028,True,True,no_change,0
electrolytes_fluids_029,True,True,no_change,0
cardiovascular_system_039,True,True,no_change,4
pulmonary_032,True,True,no_change,0
hematology_043,True,True,no_change,5
hematology_044,True,True,no_change,0
cardiovascular_system_040,True,True,no_change,0
dosage_038,False,False,no_change,0
electrolytes_fluids_030,False,False,no_change,0
electrolytes_fluids_031,False,False,no_change,0
dosage_039,True,False,wrong_to_right,0
addiction_medicine_027,True,True,no_change,0
cardiovascular_system_041,True,True,no_change,0
cardiovascular_system_042,True,True,no_change,0
cardiovascular_system_043,True,True,no_change,0
gynecology_pregnancy_035,False,False,no_change,0
dietary_027,True,True,no_change,4
gynecology_pregnancy_036,True,True,no_change,4
urology_nephrology_031,True,True,no_change,5
cardiovascular_system_044,True,True,no_change,0
diabetes_022,True,True,no_change,4
pediatric_027,False,False,no_change,0
dietary_028,False,False,no_change,0
gynecology_pregnancy_037,False,False,no_change,0
urology_nephrology_032,True,True,no_change,0
dietary_029,False,False,no_change,0
addiction_medicine_028,False,False,no_change,0
dosage_040,False,False,no_change,0
gynecology_pregnancy_038,False,False,no_change,0
cardiovascular_system_045,True,True,no_change,4
gynecology_pregnancy_039,False,False,no_change,0
dosage_041,False,False,no_change,4
dietary_030,True,True,no_change,0
cardiovascular_system_046,False,False,no_change,0
cardiovascular_system_047,True,True,no_change,5
cardiovascular_system_048,False,False,no_change,4
pediatric_028,True,True,no_change,4
hematology_045,True,True,no_change,0
addiction_medicine_029,True,True,no_change,0
cardiovascular_system_049,False,False,no_change,0
body_measurements_030,False,False,no_change,0
dietary_031,False,True,right_to_wrong,0
gynecology_pregnancy_040,False,False,no_change,0
intensive_emergency_care_026,True,True,no_change,0
percentile_016,False,False,no_change,0
gynecology_pregnancy_041,False,False,no_change,0
body_measurements_031,True,True,no_change,0
dietary_032,True,True,no_change,0
dietary_033,False,False,no_change,0
dosage_042,False,False,no_change,0
dosage_043,False,False,no_change,0
digestive_system_023,False,False,no_change,0
pulmonary_033,False,False,no_change,0
pulmonary_034,True,True,no_change,0
pulmonary_035,True,True,no_change,4
gynecology_pregnancy_042,True,True,no_change,0
cardiovascular_system_050,True,False,wrong_to_right,4
dietary_034,False,False,no_change,4
gynecology_pregnancy_043,False,False,no_change,0
dietary_036,False,False,no_change,0
pulmonary_036,True,True,no_change,0
gynecology_pregnancy_044,True,True,no_change,0
dosage_044,False,False,no_change,0
hematology_046,True,True,no_change,0
urology_nephrology_033,False,False,no_change,0
dietary_037,True,False,wrong_to_right,4
hematology_047,False,False,no_change,0
cardiovascular_system_051,True,True,no_change,0
hematology_048,True,True,no_change,0
intensive_emergency_care_027,False,False,no_change,0
dietary_038,False,False,no_change,0
gynecology_pregnancy_045,True,True,no_change,0
body_measurements_032,True,True,no_change,0
cardiovascular_system_052,False,False,no_change,0
gynecology_pregnancy_046,True,True,no_change,0
pediatric_029,True,False,wrong_to_right,4
sleep_016,True,True,no_change,0
dosage_045,True,True,no_change,0
cardiovascular_system_053,True,True,no_change,0
gynecology_pregnancy_047,True,True,no_change,0
pulmonary_037,True,True,no_change,0
cardiovascular_system_054,False,False,no_change,0
electrolytes_fluids_032,True,True,no_change,4
body_measurements_033,True,True,no_change,0
gynecology_pregnancy_048,False,False,no_change,0
gynecology_pregnancy_049,True,True,no_change,0
urology_nephrology_034,True,True,no_change,0
urology_nephrology_035,True,True,no_change,0
pulmonary_038,False,False,no_change,0
intensive_emergency_care_028,False,False,no_change,0
dietary_039,False,False,no_change,0
diabetes_023,True,True,no_change,4
cardiovascular_system_055,True,True,no_change,0
cardiovascular_system_056,False,False,no_change,0
gynecology_pregnancy_050,True,True,no_change,0
cardiovascular_system_057,False,False,no_change,0
intensive_emergency_care_029,False,False,no_change,0
body_measurements_034,False,False,no_change,0
dietary_040,False,False,no_change,0
intensive_emergency_care_030,False,False,no_change,0
intensive_emergency_care_031,False,False,no_change,0
intensive_emergency_care_032,False,False,no_change,0
electrolytes_fluids_033,True,True,no_change,0
addiction_medicine_030,False,False,no_change,0
electrolytes_fluids_034,False,False,no_change,0
electrolytes_fluids_035,True,True,no_change,4
electrolytes_fluids_036,True,True,no_change,0
gynecology_pregnancy_051,True,True,no_change,0
addiction_medicine_031,False,False,no_change,0
dosage_046,False,False,no_change,0
cardiovascular_system_058,True,True,no_change,0
dietary_041,False,False,no_change,0
gynecology_pregnancy_052,False,False,no_change,0
cardiovascular_system_059,True,True,no_change,0
cardiovascular_system_060,False,False,no_change,0
dosage_047,False,False,no_change,0
urology_nephrology_036,False,False,no_change,0
urology_nephrology_037,True,True,no_change,0
electrolytes_fluids_037,True,True,no_change,0
pulmonary_039,False,False,no_change,0
dietary_042,True,True,no_change,0
body_measurements_035,False,False,no_change,0
diabetes_024,True,True,no_change,0
dietary_044,False,False,no_change,0
body_measurements_036,True,True,no_change,0
dietary_045,False,False,no_change,0
electrolytes_fluids_038,True,True,no_change,0
hematology_049,True,True,no_change,0
hematology_050,False,False,no_change,0
hematology_051,False,False,no_change,0
electrolytes_fluids_039,True,True,no_change,0
dosage_048,False,False,no_change,0
addiction_medicine_032,False,False,no_change,0
urology_nephrology_038,False,False,no_change,0
urology_nephrology_039,False,False,no_change,0
hematology_052,True,True,no_change,0
dosage_049,False,False,no_change,0
intensive_emergency_care_033,False,False,no_change,0
hematology_053,True,True,no_change,0
electrolytes_fluids_040,False,False,no_change,0
cardiovascular_system_061,False,False,no_change,0
electrolytes_fluids_041,True,True,no_change,0
digestive_system_024,True,True,no_change,0
addiction_medicine_033,False,False,no_change,0
pediatric_030,False,False,no_change,0
pediatric_031,True,True,no_change,0
